arquivo,caminho,tamanho,dimensao,arquivo_codigo,motivo_provavel,status_final
"fiw-33-f1120008-93dda988.jpg","/public/images/produtos/combate-incendio/fiw-33-f1120008-93dda988.jpg","9.72","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-32-f1120011-b0d67f99.jpg","/public/images/produtos/combate-incendio/fiw-32-f1120011-b0d67f99.jpg","8.41","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-31-f1120013-33bf1c74.jpg","/public/images/produtos/combate-incendio/fiw-31-f1120013-33bf1c74.jpg","9.06","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-30-f1120014-d53dcd17.jpg","/public/images/produtos/combate-incendio/fiw-30-f1120014-d53dcd17.jpg","7.58","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-3-f452-fiwaguard-dlp-ventile-b493a8b9.jpg","/public/images/produtos/combate-incendio/fiw-3-f452-fiwaguard-dlp-ventile-b493a8b9.jpg","12.72","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-29-fiw-06-7681-220616-144-adf3dc71.jpg","/public/images/produtos/combate-incendio/fiw-29-fiw-06-7681-220616-144-adf3dc71.jpg","12.56","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-28-f202-1c7afc82.jpg","/public/images/produtos/combate-incendio/fiw-28-f202-1c7afc82.jpg","9.72","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-27-f203-4578f369.jpg","/public/images/produtos/combate-incendio/fiw-27-f203-4578f369.jpg","10.80","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-26-b-c9957b62.jpg","/public/images/produtos/combate-incendio/fiw-26-b-c9957b62.jpg","11.38","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-25-a-e3bd42fc.jpg","/public/images/produtos/combate-incendio/fiw-25-a-e3bd42fc.jpg","11.36","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-24-fiw-04-7661-220616-144-8402ed6a.jpg","/public/images/produtos/combate-incendio/fiw-24-fiw-04-7661-220616-144-8402ed6a.jpg","10.35","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-23-fiw-0086-produkt-b15cm-fc5e8bd8.jpg","/public/images/produtos/combate-incendio/fiw-23-fiw-0086-produkt-b15cm-fc5e8bd8.jpg","10.44","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-22-f422-a27fc6e9.jpg","/public/images/produtos/combate-incendio/fiw-22-f422-a27fc6e9.jpg","11.48","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-21-f001-connectors-54f7a780.jpg","/public/images/produtos/combate-incendio/fiw-21-f001-connectors-54f7a780.jpg","14.61","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-20-fiw-07-7699-220616-144-368db3af.jpg","/public/images/produtos/combate-incendio/fiw-20-fiw-07-7699-220616-144-368db3af.jpg","12.35","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-2-f500x-fiwaguard-ihp-ventile-f7523863.jpg","/public/images/produtos/combate-incendio/fiw-2-f500x-fiwaguard-ihp-ventile-f7523863.jpg","11.88","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-19-f006-duesen-e5e95739.jpg","/public/images/produtos/combate-incendio/fiw-19-f006-duesen-e5e95739.jpg","15.93","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-18-f009-1768f9e0.jpg","/public/images/produtos/combate-incendio/fiw-18-f009-1768f9e0.jpg","13.28","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-17-f0110001-c08178f8.jpg","/public/images/produtos/combate-incendio/fiw-17-f0110001-c08178f8.jpg","8.88","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-16-f051-kontaktmanometer-niederdruck-cdfba66b.jpg","/public/images/produtos/combate-incendio/fiw-16-f051-kontaktmanometer-niederdruck-cdfba66b.jpg","15.98","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-15-f052-manometer-hochdruck-1b565ce2.jpg","/public/images/produtos/combate-incendio/fiw-15-f052-manometer-hochdruck-1b565ce2.jpg","13.14","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-14-f053-kontaktmanometer-hochdruck-a92c109a.jpg","/public/images/produtos/combate-incendio/fiw-14-f053-kontaktmanometer-hochdruck-a92c109a.jpg","16.86","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-13-f070-signalgeber-a0e5a381.jpg","/public/images/produtos/combate-incendio/fiw-13-f070-signalgeber-a0e5a381.jpg","11.23","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-12-f100-fiwaguard-sensorschlauch-4x6-rot-640e1fa0.jpg","/public/images/produtos/combate-incendio/fiw-12-f100-fiwaguard-sensorschlauch-4x6-rot-640e1fa0.jpg","10.85","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-11-f102-fiwaguard-sensorschlauch-schwarz-ec891c98.jpg","/public/images/produtos/combate-incendio/fiw-11-f102-fiwaguard-sensorschlauch-schwarz-ec891c98.jpg","11.52","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-10-f110-manueller-ausloeser-b-d0c4f974.jpg","/public/images/produtos/combate-incendio/fiw-10-f110-manueller-ausloeser-b-d0c4f974.jpg","13.04","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-1-f550x-fiwaguard-dhp-ventile-0bc3c7f8.jpg","/public/images/produtos/combate-incendio/fiw-1-f550x-fiwaguard-dhp-ventile-0bc3c7f8.jpg","12.79","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-0-f803-sicherheitsventil-64abeee9.jpg","/public/images/produtos/combate-incendio/fiw-0-f803-sicherheitsventil-64abeee9.jpg","8.67","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"manifold-valves.png","/public/images/produtos/conexao-para-instrumentacao/manifold-valves.png","92.21","500x500","src/data/catalogs/products/valvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"low-pressure-pneumatic-diaphragm-valve.jpg","/public/images/produtos/conexao-para-instrumentacao/low-pressure-pneumatic-diaphragm-valve.jpg","21.84","500x500","src/data/catalogs/products/valvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"low-pressure-metal-diaphragm-metering-valve.jpg","/public/images/produtos/conexao-para-instrumentacao/low-pressure-metal-diaphragm-metering-valve.jpg","15.53","500x500","src/data/catalogs/products/valvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"low-pressure-manual-diaphragm-valve.jpg","/public/images/produtos/conexao-para-instrumentacao/low-pressure-manual-diaphragm-valve.jpg","25.10","500x500","src/data/catalogs/products/valvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"integral-bonnet-needle-valves.png","/public/images/produtos/conexao-para-instrumentacao/integral-bonnet-needle-valves.png","53.09","500x500","src/data/catalogs/products/valvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"high-flow-manual-diaphragm-valve.jpg","/public/images/produtos/conexao-para-instrumentacao/high-flow-manual-diaphragm-valve.jpg","17.07","500x500","src/data/catalogs/products/valvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"hex-ball-valve.jpg","/public/images/produtos/conexao-para-instrumentacao/hex-ball-valve.jpg","14.84","500x500","src/data/catalogs/products/valvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"gauge-valve.png","/public/images/produtos/conexao-para-instrumentacao/gauge-valve.png","122.58","500x500","src/data/catalogs/products/valvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"forged-high-pressure-ball-valve.png","/public/images/produtos/conexao-para-instrumentacao/forged-high-pressure-ball-valve.png","63.78","500x500","src/data/catalogs/products/valvesCatalog.ts | src/data/catalogs/products/tkfCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"double-duty-diaphragm-valve.jpg","/public/images/produtos/conexao-para-instrumentacao/double-duty-diaphragm-valve.jpg","21.13","500x500","src/data/catalogs/products/valvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"industria-quimica.png","/public/images/aplicacoes/quimica-petroquimica/industria-quimica.png","2561.79","1536x1024","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"app-quimica-2.jpg","/public/images/aplicacoes/quimica-petroquimica/app-quimica-2.jpg","168.05","576x1024","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"app-quimica-1.jpg","/public/images/aplicacoes/quimica-petroquimica/app-quimica-1.jpg","213.14","768x1024","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"mineracao-principal.jpg","/public/images/aplicacoes/mineracao/mineracao-principal.jpg","218.24","924x559","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"app-mineracao-2.jpg","/public/images/aplicacoes/mineracao/app-mineracao-2.jpg","419.22","1024x682","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"app-mineracao-1.jpg","/public/images/aplicacoes/mineracao/app-mineracao-1.jpg","588.32","1024x1024","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"whatsapp-image-2026-03-24-at-17.03.49.jpeg","/public/images/aplicacoes/laboratorio-analitico/whatsapp-image-2026-03-24-at-17.03.49.jpeg","226.78","960x1280","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"sol-analitica-02.png","/public/images/aplicacoes/laboratorio-analitico/sol-analitica-02.png","6410.74","2814x1536","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"sol-analitica-00.png","/public/images/aplicacoes/laboratorio-analitico/sol-analitica-00.png","2208.99","1536x1024","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"about-lab.jpg","/public/images/aplicacoes/laboratorio-analitico/about-lab.jpg","222.81","768x1024","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"farmaceutica-linha-2.jpg","/public/images/aplicacoes/farmaceutica/farmaceutica-linha-2.jpg","252.18","768x1024","src/pages/applications/FarmaceuticaPage.tsx | src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"farmaceutica-linha-1.jpg","/public/images/aplicacoes/farmaceutica/farmaceutica-linha-1.jpg","214.12","768x1024","src/pages/applications/FarmaceuticaPage.tsx | src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"farmaceutica-filtro.jpg","/public/images/aplicacoes/farmaceutica/farmaceutica-filtro.jpg","124.06","768x1024","src/pages/applications/FarmaceuticaPage.tsx | src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"farmaceutica-corredor.jpg","/public/images/aplicacoes/farmaceutica/farmaceutica-corredor.jpg","125.90","768x1024","src/pages/applications/FarmaceuticaPage.tsx | src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"prod-dewars-3.png","/public/images/aplicacoes/criogenia/prod-dewars-3.png","2423.18","1536x1024","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"prod-dewars-2.png","/public/images/aplicacoes/criogenia/prod-dewars-2.png","1477.05","1196x1315","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"criogenia.png","/public/images/aplicacoes/criogenia/criogenia.png","2184.34","1536x1024","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"app-criogenia.jpg","/public/images/aplicacoes/criogenia/app-criogenia.jpg","635.16","1024x1024","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"pesquisa.jpg","/public/images/aplicacoes/centro-pesquisa/pesquisa.jpg","140.07","1024x656","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"app-centros-pesquisa.webp","/public/images/aplicacoes/centro-pesquisa/app-centros-pesquisa.webp","161.16","1920x2880","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"h2-tube-trailer.png","/public/images/aplicacoes/energias-renovaveis-hidrogenio/h2-tube-trailer.png","1199.65","1563x801","src/pages/applications/HydrogenEnergyPage.tsx | src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"energia-verde-transicao-energetica.png","/public/images/aplicacoes/energias-renovaveis-hidrogenio/energia-verde-transicao-energetica.png","2384.25","1536x1024","src/pages/applications/HydrogenEnergyPage.tsx | src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"app-energia-renovavel-2.jpg","/public/images/aplicacoes/energias-renovaveis-hidrogenio/app-energia-renovavel-2.jpg","546.86","1024x1024","src/pages/applications/HydrogenEnergyPage.tsx | src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"app-energia-renovavel-1.jpg","/public/images/aplicacoes/energias-renovaveis-hidrogenio/app-energia-renovavel-1.jpg","602.14","1024x1024","src/pages/applications/HydrogenEnergyPage.tsx | src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"segmento-de-alimentos-e-bebidas.png","/public/images/aplicacoes/alimenticia/segmento-de-alimentos-e-bebidas.png","2302.01","1536x1024","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"app-alimentos-bebidas-2.jpg","/public/images/aplicacoes/alimenticia/app-alimentos-bebidas-2.jpg","473.20","1024x1024","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"app-alimentos-bebidas-1.jpg","/public/images/aplicacoes/alimenticia/app-alimentos-bebidas-1.jpg","635.52","1024x1024","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"prod-corte-solda-principal.jpg","/public/images/aplicacoes/metal-mecanica/prod-corte-solda-principal.jpg","449.16","1004x364","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"prod-corte-solda-2.png","/public/images/aplicacoes/metal-mecanica/prod-corte-solda-2.png","8832.91","2816x1536","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"equipamentos-para-corte-e-solda.png","/public/images/aplicacoes/metal-mecanica/equipamentos-para-corte-e-solda.png","2389.99","1536x1024","src/pages/applications/ApplicationDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
